circle,1.0


1,-6.00000,22.00000
2,-4.00000,22.00000
3,-2.00000,22.00000
4,0.00000,22.00000
5,2.00000,22.00000
6,4.00000,22.00000
7,6.00000,22.00000
8,-10.00000,20.00000
9,-8.00000,20.00000
10,-6.00000,20.00000
11,-4.00000,20.00000
12,-2.00000,20.00000
13,0.00000,20.00000
14,2.00000,20.00000
15,4.00000,20.00000
16,6.00000,20.00000
17,8.00000,20.00000
18,10.00000,20.00000
19,-14.00000,18.00000
20,-12.00000,18.00000
21,-10.00000,18.00000
22,-8.00000,18.00000
23,-6.00000,18.00000
24,-4.00000,18.00000
25,-2.00000,18.00000
26,0.00000,18.00000
27,2.00000,18.00000
28,4.00000,18.00000
29,6.00000,18.00000
30,8.00000,18.00000
31,10.00000,18.00000
32,12.00000,18.00000
33,14.00000,18.00000
34,-16.00000,16.00000
35,-14.00000,16.00000
36,-12.00000,16.00000
37,-10.00000,16.00000
38,-8.00000,16.00000
39,-6.00000,16.00000
40,-4.00000,16.00000
41,-2.00000,16.00000
42,0.00000,16.00000
43,2.00000,16.00000
44,4.00000,16.00000
45,6.00000,16.00000
46,8.00000,16.00000
47,10.00000,16.00000
48,12.00000,16.00000
49,14.00000,16.00000
50,16.00000,16.00000
51,-18.00000,14.00000
52,-16.00000,14.00000
53,-14.00000,14.00000
54,-12.00000,14.00000
55,-10.00000,14.00000
56,-8.00000,14.00000
57,-6.00000,14.00000
58,-4.00000,14.00000
59,-2.00000,14.00000
60,0.00000,14.00000
61,2.00000,14.00000
62,4.00000,14.00000
63,6.00000,14.00000
64,8.00000,14.00000
65,10.00000,14.00000
66,12.00000,14.00000
67,14.00000,14.00000
68,16.00000,14.00000
69,18.00000,14.00000
70,-18.00000,12.00000
71,-16.00000,12.00000
72,-14.00000,12.00000
73,-12.00000,12.00000
74,-10.00000,12.00000
75,-8.00000,12.00000
76,-6.00000,12.00000
77,-4.00000,12.00000
78,-2.00000,12.00000
79,0.00000,12.00000
80,2.00000,12.00000
81,4.00000,12.00000
82,6.00000,12.00000
83,8.00000,12.00000
84,10.00000,12.00000
85,12.00000,12.00000
86,14.00000,12.00000
87,16.00000,12.00000
88,18.00000,12.00000
89,-20.00000,10.00000
90,-18.00000,10.00000
91,-16.00000,10.00000
92,-14.00000,10.00000
93,-12.00000,10.00000
94,-10.00000,10.00000
95,-8.00000,10.00000
96,-6.00000,10.00000
97,-4.00000,10.00000
98,-2.00000,10.00000
99,0.00000,10.00000
100,2.00000,10.00000
101,4.00000,10.00000
102,6.00000,10.00000
103,8.00000,10.00000
104,10.00000,10.00000
105,12.00000,10.00000
106,14.00000,10.00000
107,16.00000,10.00000
108,18.00000,10.00000
109,20.00000,10.00000
110,-20.00000,8.00000
111,-18.00000,8.00000
112,-16.00000,8.00000
113,-14.00000,8.00000
114,-12.00000,8.00000
115,-10.00000,8.00000
116,-8.00000,8.00000
117,-6.00000,8.00000
118,-4.00000,8.00000
119,-2.00000,8.00000
120,0.00000,8.00000
121,2.00000,8.00000
122,4.00000,8.00000
123,6.00000,8.00000
124,8.00000,8.00000
125,10.00000,8.00000
126,12.00000,8.00000
127,14.00000,8.00000
128,16.00000,8.00000
129,18.00000,8.00000
130,20.00000,8.00000
131,-22.00000,6.00000
132,-20.00000,6.00000
133,-18.00000,6.00000
134,-16.00000,6.00000
135,-14.00000,6.00000
136,-12.00000,6.00000
137,-10.00000,6.00000
138,-8.00000,6.00000
139,-6.00000,6.00000
140,-4.00000,6.00000
141,-2.00000,6.00000
142,0.00000,6.00000
143,2.00000,6.00000
144,4.00000,6.00000
145,6.00000,6.00000
146,8.00000,6.00000
147,10.00000,6.00000
148,12.00000,6.00000
149,14.00000,6.00000
150,16.00000,6.00000
151,18.00000,6.00000
152,20.00000,6.00000
153,22.00000,6.00000
154,-22.00000,4.00000
155,-20.00000,4.00000
156,-18.00000,4.00000
157,-16.00000,4.00000
158,-14.00000,4.00000
159,-12.00000,4.00000
160,-10.00000,4.00000
161,-8.00000,4.00000
162,-6.00000,4.00000
163,-4.00000,4.00000
164,-2.00000,4.00000
165,0.00000,4.00000
166,2.00000,4.00000
167,4.00000,4.00000
168,6.00000,4.00000
169,8.00000,4.00000
170,10.00000,4.00000
171,12.00000,4.00000
172,14.00000,4.00000
173,16.00000,4.00000
174,18.00000,4.00000
175,20.00000,4.00000
176,22.00000,4.00000
177,-22.00000,2.00000
178,-20.00000,2.00000
179,-18.00000,2.00000
180,-16.00000,2.00000
181,-14.00000,2.00000
182,-12.00000,2.00000
183,-10.00000,2.00000
184,-8.00000,2.00000
185,-6.00000,2.00000
186,-4.00000,2.00000
187,-2.00000,2.00000
188,0.00000,2.00000
189,2.00000,2.00000
190,4.00000,2.00000
191,6.00000,2.00000
192,8.00000,2.00000
193,10.00000,2.00000
194,12.00000,2.00000
195,14.00000,2.00000
196,16.00000,2.00000
197,18.00000,2.00000
198,20.00000,2.00000
199,22.00000,2.00000
200,-22.00000,0.00000
201,-20.00000,0.00000
202,-18.00000,0.00000
203,-16.00000,0.00000
204,-14.00000,0.00000
205,-12.00000,0.00000
206,-10.00000,0.00000
207,-8.00000,0.00000
208,-6.00000,0.00000
