1.0,2022-01-20 12:22:00,2022-01-20 15:46:00
1.0,2022-01-21 09:23:00,2022-01-21 15:23:00
1.0,2022-01-24 09:16:00,2022-01-24 16:16:00
1.0,2022-01-25 09:47:00,2022-01-25 11:32:00
1.0,2022-01-26 09:31:00,2022-01-26 13:43:00
1.0,2022-01-26 14:20:00,2022-01-26 16:08:00
1.0,2022-01-27 09:04:00,2022-01-27 15:00:00
1.0,2022-01-28 09:12:00,2022-01-28 16:07:00
1.0,2022-01-31 08:54:00,2022-01-31 15:24:00
1.0,2022-02-02 09:13:00,2022-02-02 15:43:00
